fisionomia,last_fire1,fire_count1,Vegetacao,Vegetation,last_fire,fire_count,Lat,Long,Periodo,Area,Parcela,Termografo,Day,Month,Year,Date,Time,Fo,Fm,Fv,Fv_Fm,RC_ABS,Fv_Fo,1_Vj_Vj,PI,T_Max,T_Min,T_Mean,Diameter_cm,Height_cm,SPAD
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.59″S,-47°1′16.12″W,Tarde,10,2,4569,6,11,21,06/11/21,17:21:15, 4589,20296,15707,0.774,1.182,3.423,0.582,2.355,26.2,24.9,25.6,88.5,58.0,31.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.59″S,-47°1′16.12″W,Tarde,10,2,4569,6,11,21,06/11/21,17:21:24, 5178,23651,18473,0.781,1.754,3.568,0.660,4.131,26.2,24.9,25.6,88.5,58.0,31.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.59″S,-47°1′16.12″W,Tarde,10,2,4569,6,11,21,06/11/21,17:21:39, 4033,18115,14082,0.777,1.407,3.492,0.590,2.896,26.2,24.9,25.6,88.5,58.0,31.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.59″S,-47°1′16.12″W,Tarde,10,2,4569,6,11,21,06/11/21,17:21:47, 5550,25221,19671,0.780,1.007,3.544,0.550,1.964,26.2,24.9,25.6,88.5,58.0,31.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.59″S,-47°1′16.12″W,Tarde,10,2,4569,6,11,21,06/11/21,17:21:56, 5222,23593,18371,0.779,1.547,3.518,0.662,3.606,26.2,24.9,25.6,88.5,58.0,31.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.59″S,-47°1′16.12″W,Tarde,10,2,4569,6,11,21,06/11/21,17:22:09, 5398,23794,18396,0.773,1.419,3.408,0.651,3.147,26.2,24.9,25.6,88.5,58.0,31.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.59″S,-47°1′16.12″W,Tarde,10,2,4569,6,11,21,06/11/21,17:22:18, 5689,26274,20585,0.783,2.031,3.618,0.692,5.084,26.2,24.9,25.6,88.5,58.0,31.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:23:37, 5177,23044,17867,0.775,1.121,3.451,0.554,2.145,25.6,24.6,24.9,92.5,59.0,30.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:23:48, 4869,20261,15392,0.760,1.257,3.161,0.579,2.302,25.6,24.6,24.9,92.5,59.0,30.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:24:00, 2271,10558,8287,0.785,1.442,3.649,0.617,3.246,25.6,24.6,24.9,92.5,59.0,30.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:24:16, 5862,28451,22589,0.794,1.346,3.853,0.581,3.014,25.6,24.6,24.9,92.5,59.0,30.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:24:27, 6602,32218,25616,0.795,1.737,3.880,0.653,4.399,25.6,24.6,24.9,92.5,59.0,30.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:24:36, 5948,27886,21938,0.787,1.646,3.688,0.648,3.931,25.6,24.6,24.9,92.5,59.0,30.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:24:47, 5460,23928,18468,0.772,1.280,3.382,0.624,2.700,25.6,24.6,24.9,92.5,59.0,30.9
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°16′10.66″S,-47°1′15.05″W,Tarde,10,3,4570,6,11,21,06/11/21,17:25:00, 5038,24466,19428,0.794,1.617,3.856,0.603,3.759,25.6,24.6,24.9,92.5,59.0,30.9
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:52:53, 4587,23822,19235,0.807,1.888,4.193,0.661,5.230,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:53:02, 4440,22557,18117,0.803,1.784,4.080,0.639,4.654,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:53:14, 5363,27473,22110,0.805,2.074,4.123,0.677,5.791,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:53:26, 5387,26188,20801,0.794,2.055,3.861,0.729,5.788,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:53:48, 4298,21547,17249,0.801,1.706,4.013,0.652,4.460,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:53:58, 5181,23978,18797,0.784,1.926,3.628,0.702,4.905,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:54:09, 4305,19867,15562,0.783,1.618,3.615,0.634,3.709,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′30.19″S,-47°3′23.83″W,Manhã,11,1,4571,7,11,21,07/11/21,07:54:19, 4655,22649,17994,0.794,2.089,3.866,0.690,5.575,25.7,24.8,25.2,55.0,43.0,30.2
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:56:12, 3951,20511,16560,0.807,2.196,4.191,0.688,6.329,25.0,24.4,24.7,83.5,53.0,33.0
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:56:24, 4195,20627,16432,0.797,1.980,3.917,0.689,5.340,25.0,24.4,24.7,83.5,53.0,33.0
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:56:34, 3793,19098,15305,0.801,1.870,4.035,0.688,5.192,25.0,24.4,24.7,83.5,53.0,33.0
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:56:44, 5321,26131,20810,0.796,2.167,3.911,0.706,5.982,25.0,24.4,24.7,83.5,53.0,33.0
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:56:53, 4723,21959,17236,0.785,1.803,3.649,0.694,4.566,25.0,24.4,24.7,83.5,53.0,33.0
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:57:04, 5367,25037,19670,0.786,1.937,3.665,0.687,4.873,25.0,24.4,24.7,83.5,53.0,33.0
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:57:13, 3825,18939,15114,0.798,1.753,3.951,0.642,4.446,25.0,24.4,24.7,83.5,53.0,33.0
8,200,40,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,8 - 10 fire_count,-7°19′31.23″S,-47°3′24.37″W,Manhã,11,2,4572,7,11,21,07/11/21,07:57:22, 5474,26914,21440,0.797,1.814,3.917,0.672,4.777,25.0,24.4,24.7,83.5,53.0,33.0
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:58:37, 4922,20765,15843,0.763,1.461,3.219,0.640,3.012,25.7,24.5,25.2,61.0,41.0,38.9
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:58:48, 4720,23006,18286,0.795,1.114,3.874,0.527,2.273,25.7,24.5,25.2,61.0,41.0,38.9
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:58:56, 4676,20691,16015,0.774,1.505,3.425,0.640,3.301,25.7,24.5,25.2,61.0,41.0,38.9
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:59:08, 5996,28355,22359,0.789,1.473,3.729,0.591,3.247,25.7,24.5,25.2,61.0,41.0,38.9
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:59:18, 4711,20924,16213,0.775,1.019,3.442,0.553,1.939,25.7,24.5,25.2,61.0,41.0,38.9
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:59:29, 6146,28608,22462,0.785,1.170,3.655,0.550,2.350,25.7,24.5,25.2,61.0,41.0,38.9
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:59:38, 5406,24239,18833,0.777,1.353,3.484,0.623,2.938,25.7,24.5,25.2,61.0,41.0,38.9
8,200,30,Cerrado rupestre,Rocky outcrops savanna,3 - 4 years,5 - 7 fire_count,-7°19′31.06″S,-47°3′23.35″W,Manhã,11,3,4573,7,11,21,07/11/21,07:59:51, 7112,33730,26618,0.789,1.364,3.743,0.609,3.109,25.7,24.5,25.2,61.0,41.0,38.9
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:47:36, 5089,25106,20017,0.797,1.667,3.933,0.675,4.426,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:47:45, 2463,11423,8960,0.784,2.499,3.638,0.753,6.850,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:47:56, 4484,20822,16338,0.785,1.802,3.644,0.666,4.373,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:48:07, 3078,14046,10968,0.781,1.839,3.563,0.727,4.766,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:48:15, 4584,21450,16866,0.786,1.185,3.679,0.599,2.611,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:48:28, 6476,31384,24908,0.794,2.459,3.846,0.754,7.132,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:48:36, 4848,24734,19886,0.804,1.971,4.102,0.703,5.685,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.27″S,-47°3′18.81″W,Manhã,12,1,4574,7,11,21,07/11/21,08:48:47, 5882,29931,24049,0.803,1.725,4.089,0.668,4.711,27.2,26.4,26.8,30.5,45.5,35.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:50:31, 5924,28718,22794,0.794,2.063,3.848,0.712,5.653,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:50:41, 6300,30542,24242,0.794,2.243,3.848,0.753,6.502,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:50:52, 4365,17971,13606,0.757,1.987,3.117,0.721,4.468,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:51:01, 4600,21005,16405,0.781,1.594,3.566,0.680,3.865,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:51:20, 4776,23592,18816,0.798,1.799,3.940,0.677,4.794,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:51:28, 5431,22085,16654,0.754,1.398,3.066,0.678,2.905,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:51:44, 5949,28421,22472,0.791,1.583,3.777,0.677,4.049,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′5.70″S,-47°3′18.69″W,Manhã,12,2,4575,7,11,21,07/11/21,08:51:55, 3543,16640,13097,0.787,1.189,3.697,0.575,2.525,25.7,24.9,25.3,34.0,47.5,36.7
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:55:51, 3757,19380,15623,0.806,2.574,4.158,0.722,7.732,26.2,25.0,25.6,48.5,42.0,36.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:56:02, 4313,21585,17272,0.800,2.185,4.005,0.706,6.176,26.2,25.0,25.6,48.5,42.0,36.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:56:12, 4173,20581,16408,0.797,2.012,3.932,0.703,5.563,26.2,25.0,25.6,48.5,42.0,36.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:56:25, 3416,16437,13021,0.792,2.484,3.812,0.751,7.111,26.2,25.0,25.6,48.5,42.0,36.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:56:36, 7921,24101,16180,0.671,0.458,2.043,0.254,0.237,26.2,25.0,25.6,48.5,42.0,36.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:56:48, 5344,24778,19434,0.784,1.745,3.637,0.704,4.469,26.2,25.0,25.6,48.5,42.0,36.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:57:00, 4987,22686,17699,0.780,1.640,3.549,0.678,3.944,26.2,25.0,25.6,48.5,42.0,36.1
7,100,50,Cerrado aberto,Savanna grassland,1 - 2 years,more 10 fire_count,-7°19′4.95″S,-47°3′19.71″W,Manhã,12,3,4576,7,11,21,07/11/21,08:57:09, 3814,18689,14875,0.796,2.170,3.900,0.703,5.952,26.2,25.0,25.6,48.5,42.0,36.1
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:42:58, 5483,27239,21756,0.799,2.457,3.968,0.712,6.944,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:43:08, 5916,26105,20189,0.773,1.814,3.413,0.707,4.377,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:43:17, 7170,31819,24649,0.775,1.841,3.438,0.705,4.463,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:43:26, 6364,27696,21332,0.770,2.075,3.352,0.727,5.053,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:43:38, 7482,27571,20089,0.729,0.812,2.685,0.503,1.095,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:43:59, 3903,17740,13837,0.780,2.085,3.545,0.714,5.280,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:44:09, 5211,26341,21130,0.802,2.175,4.055,0.710,6.259,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′37.91″S,-47°3′15.79″W,Manhã,13,1,4577,7,11,21,07/11/21,09:44:17, 5046,24059,19013,0.790,1.922,3.768,0.712,5.160,29.3,28.1,28.7,44.5,59.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:46:53, 4835,21651,16816,0.777,2.012,3.478,0.699,4.890,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:47:03, 5217,24954,19737,0.791,2.039,3.783,0.696,5.371,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:47:17, 4343,20947,16604,0.793,2.254,3.823,0.720,6.202,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:47:26, 5565,27342,21777,0.796,2.478,3.913,0.737,7.144,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:47:37, 4480,21115,16635,0.788,2.337,3.713,0.745,6.469,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:47:46, 4274,20952,16678,0.796,1.844,3.902,0.678,4.877,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:47:59, 6875,32564,25689,0.789,2.451,3.737,0.759,6.949,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′39.60″S,-47°3′15.87″W,Manhã,13,2,4578,7,11,21,07/11/21,09:48:08, 4062,16995,12933,0.761,1.381,3.184,0.641,2.820,30.4,27.9,28.5,37.0,59.5,35.0
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:53:01, 5293,24490,19197,0.784,2.067,3.627,0.706,5.293,28.0,26.3,26.9,51.5,64.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:53:11, 3729,17970,14241,0.792,1.988,3.819,0.702,5.329,28.0,26.3,26.9,51.5,64.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:53:21, 4515,21523,17008,0.790,1.421,3.767,0.653,3.497,28.0,26.3,26.9,51.5,64.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:53:32, 6660,31751,25091,0.790,2.442,3.767,0.736,6.772,28.0,26.3,26.9,51.5,64.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:53:49, 5335,26254,20919,0.797,1.808,3.921,0.679,4.813,28.0,26.3,26.9,51.5,64.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:53:59, 2785,12039,9254,0.769,1.766,3.323,0.702,4.118,28.0,26.3,26.9,51.5,64.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:54:11, 3946,18740,14794,0.789,1.552,3.749,0.680,3.955,28.0,26.3,26.9,51.5,64.5,33.2
6,300,50,Cerrado denso,Savanna shrub,6 - 7 years,more 10 fire_count,-7°18′40.58″S,-47°3′15.78″W,Manhã,13,3,4579,7,11,21,07/11/21,09:54:21, 4475,19877,15402,0.775,1.975,3.442,0.725,4.929,28.0,26.3,26.9,51.5,64.5,33.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:40:59, 6171,25919,19748,0.762,1.804,3.200,0.723,4.177,30.3,28.8,29.6,58.5,62.5,39.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:41:09, 6194,26168,19974,0.763,1.852,3.225,0.728,4.350,30.3,28.8,29.6,58.5,62.5,39.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:41:20, 6447,28043,21596,0.770,1.969,3.350,0.718,4.737,30.3,28.8,29.6,58.5,62.5,39.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:41:29, 5305,22146,16841,0.760,1.500,3.175,0.687,3.272,30.3,28.8,29.6,58.5,62.5,39.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:41:41, 5633,25212,19579,0.777,2.146,3.476,0.748,5.580,30.3,28.8,29.6,58.5,62.5,39.2
6,100,50,Cerrado denso,Savanna shrub,1 - 2 years,more 10 fire_count,-7°18′2.40″S,-47°3′31.10″W,Manhã,14,1,4580,7,11,21,07/11/21,10:41:49, 5297,21441,16144,0.753,1.324,3.048,0.655,2.644,30.3,28.8,29.6,58.5,62.5,39.2
